t,DOY,hour,air_temperature_init,air_temperature_v1,PARi,soil_temperature_init,soil_temperature_v1,humidity,ambient_CO2,Wind,SRWC,air_temperature,soil_temperature
1189,35,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1190,35,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1191,35,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1192,35,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1193,35,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1194,35,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1195,35,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1196,35,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1197,35,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1198,35,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1199,35,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1200,35,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1201,35,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1202,35,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1203,36,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1204,36,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1205,36,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1206,36,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1207,36,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1208,36,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1209,36,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1210,36,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1211,36,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1212,36,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1213,36,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1214,36,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1215,36,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1216,36,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1217,36,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1218,36,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1219,36,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1220,36,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1221,36,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1222,36,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1223,36,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1224,36,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1225,36,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1226,36,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1227,37,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1228,37,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1229,37,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1230,37,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1231,37,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1232,37,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1233,37,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1234,37,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1235,37,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1236,37,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1237,37,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1238,37,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1239,37,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1240,37,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1241,37,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1242,37,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1243,37,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1244,37,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1245,37,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1246,37,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1247,37,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1248,37,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1249,37,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1250,37,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1251,38,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1252,38,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1253,38,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1254,38,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1255,38,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1256,38,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1257,38,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1258,38,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1259,38,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1260,38,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1261,38,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1262,38,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1263,38,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1264,38,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1265,38,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1266,38,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1267,38,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1268,38,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1269,38,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1270,38,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1271,38,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1272,38,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1273,38,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1274,38,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1275,39,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1276,39,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1277,39,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1278,39,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1279,39,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1280,39,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1281,39,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1282,39,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1283,39,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1284,39,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1285,39,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1286,39,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1287,39,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1288,39,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1289,39,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1290,39,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1291,39,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1292,39,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1293,39,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1294,39,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1295,39,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1296,39,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1297,39,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1298,39,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1299,40,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1300,40,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1301,40,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1302,40,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1303,40,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1304,40,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1305,40,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1306,40,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1307,40,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1308,40,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1309,40,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1310,40,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1311,40,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1312,40,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1313,40,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1314,40,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1315,40,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1316,40,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1317,40,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1318,40,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1319,40,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1320,40,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1321,40,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1322,40,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1323,41,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1324,41,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1325,41,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1326,41,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1327,41,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1328,41,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1329,41,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1330,41,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1331,41,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1332,41,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1333,41,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1334,41,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1335,41,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1336,41,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1337,41,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1338,41,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1339,41,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1340,41,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1341,41,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1342,41,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1343,41,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1344,41,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1345,41,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1346,41,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1347,42,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1348,42,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1349,42,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1350,42,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1351,42,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1352,42,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1353,42,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1354,42,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1355,42,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1356,42,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1357,42,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1358,42,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1359,42,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1360,42,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1361,42,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1362,42,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1363,42,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1364,42,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1365,42,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1366,42,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1367,42,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1368,42,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1369,42,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1370,42,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1371,43,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1372,43,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1373,43,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1374,43,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1375,43,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1376,43,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1377,43,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1378,43,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1379,43,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1380,43,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1381,43,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1382,43,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1383,43,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1384,43,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1385,43,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1386,43,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1387,43,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1388,43,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1389,43,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1390,43,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1391,43,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1392,43,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1393,43,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1394,43,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1395,44,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1396,44,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1397,44,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1398,44,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1399,44,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1400,44,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1401,44,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1402,44,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1403,44,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1404,44,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1405,44,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1406,44,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1407,44,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1408,44,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1409,44,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1410,44,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1411,44,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1412,44,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1413,44,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1414,44,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1415,44,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1416,44,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1417,44,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1418,44,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1419,45,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1420,45,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1421,45,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1422,45,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1423,45,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1424,45,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1425,45,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1426,45,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1427,45,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1428,45,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1429,45,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1430,45,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1431,45,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1432,45,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1433,45,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1434,45,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1435,45,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1436,45,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1437,45,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1438,45,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1439,45,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1440,45,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1441,45,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1442,45,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1443,46,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1444,46,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1445,46,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1446,46,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1447,46,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1448,46,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1449,46,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1450,46,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1451,46,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1452,46,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1453,46,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1454,46,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1455,46,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1456,46,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1457,46,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1458,46,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1459,46,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1460,46,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1461,46,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1462,46,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1463,46,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1464,46,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1465,46,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1466,46,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1467,47,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1468,47,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1469,47,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1470,47,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1471,47,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1472,47,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1473,47,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1474,47,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1475,47,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1476,47,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1477,47,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1478,47,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1479,47,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1480,47,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1481,47,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1482,47,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1483,47,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1484,47,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1485,47,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1486,47,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1487,47,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1488,47,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1489,47,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1490,47,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1491,48,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1492,48,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1493,48,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1494,48,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1495,48,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1496,48,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1497,48,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1498,48,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1499,48,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1500,48,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1501,48,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1502,48,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1503,48,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1504,48,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1505,48,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1506,48,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1507,48,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1508,48,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1509,48,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1510,48,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1511,48,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1512,48,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1513,48,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1514,48,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1515,49,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1516,49,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1517,49,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1518,49,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1519,49,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1520,49,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1521,49,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1522,49,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1523,49,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1524,49,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1525,49,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1526,49,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1527,49,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1528,49,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1529,49,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1530,49,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1531,49,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1532,49,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1533,49,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1534,49,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1535,49,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1536,49,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1537,49,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1538,49,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1539,50,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1540,50,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1541,50,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1542,50,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1543,50,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1544,50,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1545,50,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1546,50,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1547,50,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1548,50,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1549,50,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1550,50,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
1551,50,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
1552,50,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
1553,50,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
1554,50,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
1555,50,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
1556,50,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
1557,50,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
1558,50,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
1559,50,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
1560,50,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
1561,50,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
1562,50,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
1563,51,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
1564,51,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
1565,51,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
1566,51,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
1567,51,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
1568,51,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
1569,51,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
1570,51,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
1571,51,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
1572,51,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
1573,51,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
1574,51,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
